"gene_type"	"gene_name"
"lncRNA"	"AL713998.4"
"lncRNA"	"AL646090.2"
"lncRNA"	"AL646090.1"
"lncRNA"	"AL593844.1"
"lncRNA"	"LINC02549"
"lncRNA"	"AL606923.2"
"lncRNA"	"AL391807.1"
"protein_coding"	"ADGRB3"
"protein_coding"	"LMBRD1"
"protein_coding"	"COL19A1"
"protein_coding"	"COL9A1"
"lncRNA"	"AL160262.1"
"lncRNA"	"AL080275.1"
"lncRNA"	"AL365226.2"
"lncRNA"	"AL365226.1"
"protein_coding"	"FAM135A"
"protein_coding"	"SDHAF4"
"lncRNA"	"AL583856.2"
"protein_coding"	"SMAP1"
"protein_coding"	"B3GAT2"
"lncRNA"	"AL096709.1"
"lncRNA"	"AL589935.1"
"lncRNA"	"AL589935.3"
"protein_coding"	"OGFRL1"
"lncRNA"	"AL136164.1"
"lncRNA"	"LINC00472"
"lncRNA"	"LINC01626"
"lncRNA"	"AL035467.2"
"protein_coding"	"RIMS1"
"lncRNA"	"FO393414.3"
"protein_coding"	"KCNQ5"
"lncRNA"	"KCNQ5-IT1"
"lncRNA"	"KCNQ5-AS1"
"protein_coding"	"KHDC1L"
"protein_coding"	"KHDC1"
"lncRNA"	"AC019205.1"
"protein_coding"	"DPPA5"
"protein_coding"	"KHDC3L"
"protein_coding"	"OOEP"
"lncRNA"	"OOEP-AS1"
"protein_coding"	"DDX43"
"protein_coding"	"CGAS"
"protein_coding"	"MTO1"
"lncRNA"	"AL603910.1"
"protein_coding"	"EEF1A1"
"lncRNA"	"AL121972.1"
"protein_coding"	"SLC17A5"
"lncRNA"	"AL590428.1"
"protein_coding"	"CD109"
"lncRNA"	"AL357507.1"
"lncRNA"	"AL356277.3"
"lncRNA"	"AL356277.2"
"protein_coding"	"COL12A1"
"protein_coding"	"COX7A2"
"protein_coding"	"TMEM30A"
"lncRNA"	"AL080250.1"
"protein_coding"	"FILIP1"
"lncRNA"	"AL445465.1"
"lncRNA"	"AL445465.2"
"protein_coding"	"SENP6"
"protein_coding"	"MYO6"
"protein_coding"	"IMPG1"
"lncRNA"	"LINC02540"
"lncRNA"	"AL591030.1"
"lncRNA"	"AL355612.1"
"protein_coding"	"HTR1B"
"protein_coding"	"MEI4"
"lncRNA"	"AL121718.1"
"lncRNA"	"AL450327.1"
"protein_coding"	"IRAK1BP1"
"protein_coding"	"PHIP"
"lncRNA"	"AL356776.2"
"protein_coding"	"HMGN3"
"lncRNA"	"HMGN3-AS1"
"lncRNA"	"LCAL1"
"lncRNA"	"AL391840.1"
"protein_coding"	"LCA5"
"lncRNA"	"AL391840.3"
"lncRNA"	"AL451064.1"
"protein_coding"	"SH3BGRL2"
"lncRNA"	"LINC01621"
"lncRNA"	"AL132875.3"
"lncRNA"	"AL132875.2"
"protein_coding"	"ELOVL4"
"lncRNA"	"AL133475.1"
"protein_coding"	"TTK"
"lncRNA"	"AL591135.2"
"protein_coding"	"BCKDHB"
"lncRNA"	"AL359715.3"
"lncRNA"	"AL359715.1"
"lncRNA"	"AL359715.2"
"protein_coding"	"TENT5A"
"lncRNA"	"AL122017.1"
"lncRNA"	"AL359693.1"
"lncRNA"	"AL078599.2"
"lncRNA"	"LINC01526"
"lncRNA"	"LINC02542"
"lncRNA"	"AL360157.1"
"protein_coding"	"IBTK"
"lncRNA"	"AL121977.2"
"protein_coding"	"TPBG"
"protein_coding"	"UBE3D"
"lncRNA"	"AL355613.1"
"protein_coding"	"DOP1A"
"protein_coding"	"PGM3"
"protein_coding"	"RWDD2A"
"protein_coding"	"ME1"
"protein_coding"	"PRSS35"
"protein_coding"	"SNAP91"
"lncRNA"	"AL136972.1"
"lncRNA"	"AL139232.1"
"protein_coding"	"RIPPLY2"
"protein_coding"	"CYB5R4"
"lncRNA"	"AL034347.1"
"lncRNA"	"LINC02857"
"protein_coding"	"MRAP2"
"protein_coding"	"CEP162"
"lncRNA"	"LINC01611"
"protein_coding"	"TBX18"
"lncRNA"	"TBX18-AS1"
"lncRNA"	"AL035694.1"
"lncRNA"	"LINC02535"
"protein_coding"	"NT5E"
"protein_coding"	"SNX14"
"protein_coding"	"SYNCRIP"
"lncRNA"	"SNHG5"
"lncRNA"	"AL450338.2"
"protein_coding"	"HTR1E"
"protein_coding"	"CGA"
"lncRNA"	"AL139274.2"
"protein_coding"	"ZNF292"
"protein_coding"	"GJB7"
"protein_coding"	"SMIM8"
"protein_coding"	"C6orf163"
"protein_coding"	"CFAP206"
"protein_coding"	"SLC35A1"
"protein_coding"	"RARS2"
"protein_coding"	"ORC3"
"protein_coding"	"AKIRIN2"
"lncRNA"	"AL136096.1"
"protein_coding"	"SPACA1"
"protein_coding"	"CNR1"
"lncRNA"	"AL139042.1"
"lncRNA"	"AL139090.1"
"protein_coding"	"RNGTT"
"lncRNA"	"AL353135.1"
"protein_coding"	"PNRC1"
"protein_coding"	"SRSF12"
"lncRNA"	"AL353135.2"
"protein_coding"	"PM20D2"
"protein_coding"	"GABRR1"
"protein_coding"	"GABRR2"
"protein_coding"	"UBE2J1"
"protein_coding"	"RRAGD"
"protein_coding"	"ANKRD6"
"lncRNA"	"AL159174.1"
"protein_coding"	"LYRM2"
"protein_coding"	"MDN1"
"lncRNA"	"AL096678.1"
"protein_coding"	"CASP8AP2"
"protein_coding"	"GJA10"
"protein_coding"	"BACH2"
"lncRNA"	"AL121787.1"
"lncRNA"	"AL158136.1"
"lncRNA"	"AL132996.1"
"protein_coding"	"MAP3K7"
"lncRNA"	"AL080284.1"
"lncRNA"	"CASC6"
"lncRNA"	"AL590814.1"
"lncRNA"	"AL133457.1"
"lncRNA"	"AL359987.1"
"lncRNA"	"LINC02531"
"lncRNA"	"AL138731.1"
"protein_coding"	"EPHA7"
"lncRNA"	"AL591519.1"
"lncRNA"	"AL356094.2"
"lncRNA"	"AL391336.1"
"lncRNA"	"AL157378.1"
"lncRNA"	"MANEA-DT"
"protein_coding"	"MANEA"
"lncRNA"	"AL034348.1"
"protein_coding"	"FUT9"
"lncRNA"	"UFL1-AS1"
"protein_coding"	"UFL1"
"protein_coding"	"FHL5"
"lncRNA"	"AL033379.1"
"protein_coding"	"GPR63"
"protein_coding"	"NDUFAF4"
"protein_coding"	"KLHL32"
"protein_coding"	"MMS22L"
"lncRNA"	"AL589740.1"
"lncRNA"	"AL080316.1"
"lncRNA"	"AL590727.1"
"lncRNA"	"AL589826.2"
"protein_coding"	"POU3F2"
"protein_coding"	"FBXL4"
"protein_coding"	"FAXC"
"protein_coding"	"COQ3"
"protein_coding"	"PNISR"
"lncRNA"	"AL513550.1"
"protein_coding"	"USP45"
"protein_coding"	"TSTD3"
"protein_coding"	"CCNC"
"protein_coding"	"PRDM13"
"protein_coding"	"MCHR2"
"lncRNA"	"MCHR2-AS1"
"protein_coding"	"SIM1"
"lncRNA"	"Z86062.2"
"protein_coding"	"ASCC3"
"lncRNA"	"AL133338.1"
"protein_coding"	"GRIK2"
"lncRNA"	"AP002528.1"
"lncRNA"	"AL357139.2"
"lncRNA"	"AL590608.1"
"lncRNA"	"AL357522.1"
"protein_coding"	"HACE1"
"lncRNA"	"AL357315.1"
"lncRNA"	"LIN28B-AS1"
"protein_coding"	"LIN28B"
"protein_coding"	"BVES"
"lncRNA"	"BVES-AS1"
"protein_coding"	"POPDC3"
"protein_coding"	"PREP"
"lncRNA"	"AL133406.2"
"lncRNA"	"AL096794.1"
"lncRNA"	"LINC02836"
"lncRNA"	"AL591518.1"
"protein_coding"	"PRDM1"
"protein_coding"	"ATG5"
"lncRNA"	"AL022067.1"
"lncRNA"	"AL356859.1"
"protein_coding"	"CRYBG1"
"lncRNA"	"AL109920.1"
"protein_coding"	"RTN4IP1"
"protein_coding"	"QRSL1"
"lncRNA"	"LINC02526"
"lncRNA"	"LINC02532"
"protein_coding"	"CD24"
"protein_coding"	"MTRES1"
"protein_coding"	"BEND3"
"protein_coding"	"PDSS2"
"protein_coding"	"SOBP"
"lncRNA"	"AL121957.1"
"protein_coding"	"SCML4"
"protein_coding"	"SEC63"
"lncRNA"	"AL024507.2"
"lncRNA"	"Z98200.1"
"protein_coding"	"OSTM1"
"lncRNA"	"OSTM1-AS1"
"protein_coding"	"NR2E1"
"protein_coding"	"SNX3"
"lncRNA"	"Z98742.4"
"lncRNA"	"Z98742.1"
"protein_coding"	"AFG1L"
"lncRNA"	"AL139106.1"
"protein_coding"	"FOXO3"
"lncRNA"	"LINC00222"
"lncRNA"	"Z95118.2"
"protein_coding"	"ARMC2"
"lncRNA"	"ARMC2-AS1"
"protein_coding"	"SESN1"
"lncRNA"	"AL390208.1"
"protein_coding"	"CEP57L1"
"protein_coding"	"CD164"
"lncRNA"	"AL359711.2"
"protein_coding"	"PPIL6"
"protein_coding"	"SMPD2"
"protein_coding"	"MICAL1"
"protein_coding"	"ZBTB24"
"lncRNA"	"AL109947.1"
"protein_coding"	"AK9"
"protein_coding"	"FIG4"
"lncRNA"	"AL512303.1"
"protein_coding"	"GPR6"
"lncRNA"	"AL590009.1"
"protein_coding"	"WASF1"
"protein_coding"	"CDC40"
"protein_coding"	"METTL24"
"lncRNA"	"AL050350.1"
"protein_coding"	"DDO"
"protein_coding"	"SLC22A16"
"lncRNA"	"AC002464.1"
"protein_coding"	"CDK19"
"protein_coding"	"AMD1"
"protein_coding"	"GTF3C6"
"protein_coding"	"RPF2"
"protein_coding"	"SLC16A10"
"lncRNA"	"AL360227.1"
"protein_coding"	"MFSD4B"
"lncRNA"	"AL080317.1"
"protein_coding"	"REV3L"
"lncRNA"	"AL080317.2"
"lncRNA"	"REV3L-IT1"
"lncRNA"	"TRAF3IP2-AS1"
"lncRNA"	"AL008730.1"
"protein_coding"	"TRAF3IP2"
"lncRNA"	"Z97989.1"
"protein_coding"	"FYN"
"lncRNA"	"LINC02527"
"protein_coding"	"CCN6"
"protein_coding"	"TUBE1"
"protein_coding"	"FAM229B"
"protein_coding"	"LAMA4"
"lncRNA"	"Z99289.1"
"lncRNA"	"Z99289.2"
"lncRNA"	"Z99289.3"
"lncRNA"	"AL365214.2"
"protein_coding"	"RFPL4B"
"lncRNA"	"AL365214.4"
"lncRNA"	"AL357514.1"
"lncRNA"	"AL360015.1"
"lncRNA"	"AL589684.1"
"lncRNA"	"LINC02518"
"lncRNA"	"AL513123.1"
"lncRNA"	"LINC02541"
"lncRNA"	"FO393415.3"
"protein_coding"	"MARCKS"
"lncRNA"	"LINC01268"
"lncRNA"	"FO393415.1"
"protein_coding"	"HDAC2"
"lncRNA"	"HDAC2-AS2"
"protein_coding"	"HS3ST5"
"lncRNA"	"AL138830.2"
"lncRNA"	"AL138830.1"
"lncRNA"	"AL590550.1"
"lncRNA"	"LINC02534"
"protein_coding"	"FRK"
"lncRNA"	"AL357141.1"
"protein_coding"	"NT5DC1"
"protein_coding"	"COL10A1"
"lncRNA"	"AL050331.2"
"protein_coding"	"TSPYL4"
"protein_coding"	"DSE"
"protein_coding"	"TSPYL1"
"lncRNA"	"Z84488.1"
"protein_coding"	"CALHM6"
"lncRNA"	"AL445224.1"
"protein_coding"	"TRAPPC3L"
"protein_coding"	"CALHM5"
"protein_coding"	"CALHM4"
"protein_coding"	"RWDD1"
"protein_coding"	"RSPH4A"
"protein_coding"	"ZUP1"
"protein_coding"	"KPNA5"
"protein_coding"	"FAM162B"
"protein_coding"	"GPRC6A"
"protein_coding"	"RFX6"
"lncRNA"	"Z98880.1"
"protein_coding"	"VGLL2"
"protein_coding"	"ROS1"
"lncRNA"	"AL132671.1"
"protein_coding"	"DCBLD1"
"protein_coding"	"GOPC"
"protein_coding"	"NUS1"
"protein_coding"	"SLC35F1"
"protein_coding"	"CEP85L"
"protein_coding"	"PLN"
"lncRNA"	"Z99496.2"
"protein_coding"	"MCM9"
"protein_coding"	"ASF1A"
"lncRNA"	"AL137009.1"
"protein_coding"	"FAM184A"
"protein_coding"	"MAN1A1"
"lncRNA"	"AL078600.1"
"lncRNA"	"AL096854.1"
"lncRNA"	"AL357513.1"
"protein_coding"	"TBC1D32"
"protein_coding"	"GJA1"
"protein_coding"	"HSF2"
"protein_coding"	"SERINC1"
"protein_coding"	"PKIB"
"lncRNA"	"AL512283.2"
"lncRNA"	"AL512283.1"
"lncRNA"	"AL512283.3"
"protein_coding"	"FABP7"
"protein_coding"	"SMPDL3A"
"lncRNA"	"AL591428.1"
"protein_coding"	"CLVS2"
"protein_coding"	"TRDN"
"lncRNA"	"TRDN-AS1"
"lncRNA"	"AL445259.1"
"lncRNA"	"AL133257.1"
"protein_coding"	"NKAIN2"
"lncRNA"	"AL354936.1"
"lncRNA"	"RNF217-AS1"
"protein_coding"	"RNF217"
"protein_coding"	"TPD52L1"
"protein_coding"	"HDDC2"
"lncRNA"	"AL121938.1"
"lncRNA"	"AL450332.1"
"lncRNA"	"AL365259.1"
"lncRNA"	"LINC02523"
"protein_coding"	"HEY2"
"protein_coding"	"NCOA7"
"lncRNA"	"NCOA7-AS1"
"protein_coding"	"HINT3"
"protein_coding"	"TRMT11"
"protein_coding"	"CENPW"
"lncRNA"	"AL035603.1"
"protein_coding"	"RSPO3"
"protein_coding"	"RNF146"
"protein_coding"	"ECHDC1"
"protein_coding"	"KIAA0408"
"protein_coding"	"SOGA3"
"protein_coding"	"C6orf58"
"lncRNA"	"LINC02536"
"protein_coding"	"THEMIS"
"protein_coding"	"PTPRK"
"lncRNA"	"AL590006.1"
"lncRNA"	"AL034349.1"
"protein_coding"	"LAMA2"
"lncRNA"	"AL356124.1"
"lncRNA"	"AL356124.2"
"protein_coding"	"ARHGAP18"
"protein_coding"	"TMEM244"
"protein_coding"	"L3MBTL3"
"lncRNA"	"AL355581.1"
"protein_coding"	"SAMD3"
"protein_coding"	"TMEM200A"
"lncRNA"	"AL583803.1"
"protein_coding"	"SMLR1"
"protein_coding"	"EPB41L2"
"protein_coding"	"AKAP7"
"protein_coding"	"ARG1"
"protein_coding"	"MED23"
"protein_coding"	"ENPP3"
"protein_coding"	"OR2A4"
"protein_coding"	"CTAGE9"
"protein_coding"	"ENPP1"
"lncRNA"	"AL117378.1"
"protein_coding"	"CCN2"
"lncRNA"	"AL133346.1"
"lncRNA"	"AL021408.1"
"lncRNA"	"LINC01013"
"protein_coding"	"MOXD1"
"protein_coding"	"STX7"
"protein_coding"	"TAAR9"
"protein_coding"	"TAAR8"
"protein_coding"	"TAAR6"
"protein_coding"	"TAAR5"
"lncRNA"	"AL513524.1"
"protein_coding"	"TAAR2"
"protein_coding"	"TAAR1"
"protein_coding"	"VNN1"
"protein_coding"	"VNN3"
"protein_coding"	"VNN2"
"lncRNA"	"AL032821.1"
"protein_coding"	"SLC18B1"
"protein_coding"	"RPS12"
"lncRNA"	"LINC00326"
"lncRNA"	"AL591115.1"
"protein_coding"	"EYA4"
"lncRNA"	"AL024497.1"
"lncRNA"	"AL024497.2"
"lncRNA"	"TARID"
"lncRNA"	"AL450270.1"
"lncRNA"	"LINC01312"
"protein_coding"	"TCF21"
"protein_coding"	"TBPL1"
"protein_coding"	"SLC2A12"
"lncRNA"	"AL449363.2"
"protein_coding"	"SGK1"
"lncRNA"	"AL355881.1"
"lncRNA"	"LINC01010"
"lncRNA"	"Z84486.1"
"lncRNA"	"CT69"
"lncRNA"	"AL078590.2"
"lncRNA"	"AL078590.1"
"lncRNA"	"AL596188.1"
"lncRNA"	"AL121970.1"
"protein_coding"	"ALDH8A1"
"lncRNA"	"AL445190.1"
"protein_coding"	"HBS1L"
"lncRNA"	"AL353596.1"
"protein_coding"	"MYB"
"lncRNA"	"MYB-AS1"
"lncRNA"	"AL023693.1"
"protein_coding"	"AHI1"
"lncRNA"	"AL049552.1"
"lncRNA"	"AL049552.2"
"lncRNA"	"LINC00271"
"lncRNA"	"AL035604.1"
"lncRNA"	"AL133319.1"
"protein_coding"	"PDE7B"
"lncRNA"	"AL360178.1"
"lncRNA"	"AL360178.2"
"lncRNA"	"AL138828.1"
"protein_coding"	"MTFR2"
"protein_coding"	"BCLAF1"
"lncRNA"	"AL023284.4"
"protein_coding"	"MAP7"
"lncRNA"	"AL024508.2"
"protein_coding"	"MAP3K5"
"lncRNA"	"AL024508.1"
"lncRNA"	"AL121933.2"
"protein_coding"	"PEX7"
"protein_coding"	"SLC35D3"
"lncRNA"	"AL135902.1"
"lncRNA"	"AL135902.2"
"protein_coding"	"IL20RA"
"protein_coding"	"IL22RA2"
"protein_coding"	"IFNGR1"
"protein_coding"	"OLIG3"
"lncRNA"	"AL356234.2"
"lncRNA"	"AL356234.3"
"lncRNA"	"LINC02539"
"lncRNA"	"WAKMAR2"
"protein_coding"	"TNFAIP3"
"lncRNA"	"AL591468.2"
"lncRNA"	"AL591468.1"
"lncRNA"	"LINC02528"
"protein_coding"	"PERP"
"protein_coding"	"ARFGEF3"
"protein_coding"	"PBOV1"
"protein_coding"	"SMIM28"
"protein_coding"	"HEBP2"
"protein_coding"	"NHSL1"
"lncRNA"	"AL590617.2"
"protein_coding"	"GVQW2"
"protein_coding"	"CCDC28A"
"protein_coding"	"ECT2L"
"protein_coding"	"REPS1"
"protein_coding"	"ABRACL"
"protein_coding"	"HECA"
"lncRNA"	"AL031772.1"
"protein_coding"	"TXLNB"
"lncRNA"	"AL592429.2"
"protein_coding"	"CITED2"
"lncRNA"	"LINC01625"
"lncRNA"	"FILNC1"
"lncRNA"	"AL050338.1"
"lncRNA"	"AL050338.2"
"lncRNA"	"AL357146.1"
"lncRNA"	"AL035446.2"
"lncRNA"	"AL035446.1"
"lncRNA"	"AL355596.2"
"lncRNA"	"AL355596.1"
"protein_coding"	"NMBR"
"lncRNA"	"NMBR-AS1"
"protein_coding"	"GJE1"
"protein_coding"	"VTA1"
"lncRNA"	"AL360007.1"
"protein_coding"	"ADGRG6"
"lncRNA"	"AL359313.1"
"lncRNA"	"AL355337.1"
"lncRNA"	"AL023584.1"
"protein_coding"	"HIVEP2"
"lncRNA"	"AL023584.2"
"lncRNA"	"AL355304.1"
"lncRNA"	"LINC01277"
"lncRNA"	"AL023581.2"
"protein_coding"	"AIG1"
"lncRNA"	"AL023581.1"
"protein_coding"	"ADAT2"
"protein_coding"	"PEX3"
"protein_coding"	"FUCA2"
"protein_coding"	"PHACTR2"
"lncRNA"	"PHACTR2-AS1"
"protein_coding"	"LTV1"
"protein_coding"	"ZC2HC1B"
"protein_coding"	"PLAGL1"
"lncRNA"	"HYMAI"
"protein_coding"	"SF3B5"
"protein_coding"	"STX11"
"protein_coding"	"UTRN"
"lncRNA"	"AL024474.2"
"lncRNA"	"AL023283.1"
"protein_coding"	"EPM2A"
"lncRNA"	"AL023806.1"
"lncRNA"	"AL023806.2"
"lncRNA"	"AL356599.1"
"lncRNA"	"AL023806.4"
"protein_coding"	"FBXO30"
"protein_coding"	"SHPRH"
"protein_coding"	"GRM1"
"protein_coding"	"RAB32"
"lncRNA"	"AL359547.1"
"protein_coding"	"ADGB"
"lncRNA"	"STXBP5-AS1"
"lncRNA"	"AL138916.1"
"lncRNA"	"AL138916.2"
"lncRNA"	"LUADT1"
"protein_coding"	"STXBP5"
"protein_coding"	"SAMD5"
"lncRNA"	"AL033504.1"
"lncRNA"	"AL365271.1"
"lncRNA"	"AL445123.2"
"lncRNA"	"AL445123.1"
"lncRNA"	"AL359382.1"
"lncRNA"	"AL359382.2"
"lncRNA"	"AL513164.1"
"protein_coding"	"SASH1"
"protein_coding"	"UST"
"lncRNA"	"UST-AS1"
"lncRNA"	"AL357992.1"
"lncRNA"	"AL031056.1"
"protein_coding"	"TAB2"
"lncRNA"	"TAB2-AS1"
"lncRNA"	"AL031056.2"
"protein_coding"	"SUMO4"
"protein_coding"	"ZC3H12D"
"protein_coding"	"PPIL4"
"lncRNA"	"AL078581.3"
"protein_coding"	"GINM1"
"lncRNA"	"AL078581.4"
"lncRNA"	"AL078581.2"
"protein_coding"	"KATNA1"
"protein_coding"	"LATS1"
"lncRNA"	"AL358852.1"
"protein_coding"	"NUP43"
"protein_coding"	"PCMT1"
"lncRNA"	"AL355312.2"
"protein_coding"	"LRP11"
"lncRNA"	"AL355312.4"
"lncRNA"	"AL355312.3"
"protein_coding"	"RAET1E"
"lncRNA"	"RAET1E-AS1"
"protein_coding"	"RAET1G"
"protein_coding"	"ULBP2"
"protein_coding"	"ULBP1"
"protein_coding"	"RAET1L"
"lncRNA"	"AL355497.2"
"protein_coding"	"ULBP3"
"protein_coding"	"PPP1R14C"
"protein_coding"	"IYD"
"protein_coding"	"PLEKHG1"
"lncRNA"	"AL450344.3"
"lncRNA"	"AL450344.1"
"lncRNA"	"AL450344.2"
"protein_coding"	"MTHFD1L"
"lncRNA"	"AL133260.2"
"lncRNA"	"AL138733.1"
"lncRNA"	"AL138733.2"
"protein_coding"	"AKAP12"
"protein_coding"	"ZBTB2"
"protein_coding"	"RMND1"
"protein_coding"	"ARMT1"
"protein_coding"	"CCDC170"
"protein_coding"	"ESR1"
"lncRNA"	"AL356311.1"
"lncRNA"	"AL078582.2"
"lncRNA"	"AL078582.1"
"protein_coding"	"SYNE1"
"lncRNA"	"SYNE1-AS1"
"lncRNA"	"AL049548.1"
"lncRNA"	"NANOGP11"
"protein_coding"	"MYCT1"
"protein_coding"	"VIP"
"lncRNA"	"LINC02840"
"protein_coding"	"FBXO5"
"lncRNA"	"AL080276.2"
"protein_coding"	"MTRF1L"
"protein_coding"	"RGS17"
"lncRNA"	"AL590867.1"
"lncRNA"	"AL358134.1"
"protein_coding"	"OPRM1"
"protein_coding"	"IPCEF1"
"protein_coding"	"CNKSR3"
"lncRNA"	"AL357075.3"
"lncRNA"	"AL357075.4"
"protein_coding"	"SCAF8"
"protein_coding"	"TIAM2"
"lncRNA"	"AL596202.1"
"protein_coding"	"TFB1M"
"protein_coding"	"CLDN20"
"lncRNA"	"AL031773.1"
"protein_coding"	"NOX3"
"lncRNA"	"AL589693.1"
"lncRNA"	"AL512658.2"
"lncRNA"	"AL512658.1"
"lncRNA"	"AL355297.3"
"protein_coding"	"ARID1B"
"lncRNA"	"AL355297.4"
"lncRNA"	"AL355297.2"
"lncRNA"	"AL049820.1"
"protein_coding"	"TMEM242"
"lncRNA"	"AL390955.2"
"lncRNA"	"AL117344.2"
"protein_coding"	"ZDHHC14"
"protein_coding"	"SNX9"
"lncRNA"	"AL391863.2"
"lncRNA"	"AL391863.1"
"lncRNA"	"AL035634.1"
"protein_coding"	"SYNJ2"
"lncRNA"	"AL139330.1"
"lncRNA"	"SYNJ2-IT1"
"protein_coding"	"SERAC1"
"protein_coding"	"GTF2H5"
"protein_coding"	"TULP4"
"lncRNA"	"AL360169.2"
"lncRNA"	"AL360169.3"
"lncRNA"	"AL360169.1"
"protein_coding"	"TMEM181"
"protein_coding"	"DYNLT1"
"protein_coding"	"SYTL3"
"protein_coding"	"EZR"
"lncRNA"	"EZR-AS1"
"lncRNA"	"AL627422.2"
"lncRNA"	"C6orf99"
"protein_coding"	"RSPH3"
"lncRNA"	"AL035530.2"
"protein_coding"	"TAGAP"
"lncRNA"	"AL356417.3"
"lncRNA"	"AL356417.1"
"lncRNA"	"AL356417.2"
"protein_coding"	"FNDC1"
"lncRNA"	"FNDC1-IT1"
"lncRNA"	"AL357832.1"
"lncRNA"	"LINC02529"
"lncRNA"	"AL078604.4"
"lncRNA"	"AL078604.2"
"protein_coding"	"SOD2"
"protein_coding"	"WTAP"
"lncRNA"	"SOD2-OT1"
"protein_coding"	"ACAT2"
"protein_coding"	"TCP1"
"protein_coding"	"MRPL18"
"protein_coding"	"PNLDC1"
"lncRNA"	"AL035691.1"
"protein_coding"	"MAS1"
"protein_coding"	"IGF2R"
"lncRNA"	"AIRN"
"protein_coding"	"SLC22A1"
"protein_coding"	"SLC22A2"
"lncRNA"	"AL162582.1"
"protein_coding"	"SLC22A3"
"lncRNA"	"AL591069.1"
"protein_coding"	"LPA"
"lncRNA"	"AL109933.1"
"protein_coding"	"PLG"
"lncRNA"	"AL109933.5"
"lncRNA"	"AL391361.2"
"lncRNA"	"AL139393.2"
"lncRNA"	"AL139393.1"
"lncRNA"	"AL139393.3"
"protein_coding"	"MAP3K4"
"protein_coding"	"AGPAT4"
"protein_coding"	"PRKN"
"lncRNA"	"AL132982.1"
"lncRNA"	"AL138716.1"
"protein_coding"	"PACRG"
"lncRNA"	"AL590286.2"
"lncRNA"	"PACRG-AS2"
"lncRNA"	"AL137182.1"
"lncRNA"	"PACRG-AS3"
"lncRNA"	"PACRG-AS1"
"lncRNA"	"AL031121.2"
"lncRNA"	"AL031121.3"
"lncRNA"	"CAHM"
"protein_coding"	"QKI"
"lncRNA"	"AL445307.1"
"lncRNA"	"AL078602.1"
"lncRNA"	"AL137005.1"
"lncRNA"	"AL136225.1"
"lncRNA"	"Z97205.2"
"lncRNA"	"Z97205.1"
"lncRNA"	"AL358972.1"
"lncRNA"	"AL450345.2"
"lncRNA"	"AL450345.1"
"lncRNA"	"AL133538.1"
"protein_coding"	"C6orf118"
"protein_coding"	"PDE10A"
"lncRNA"	"AL590302.2"
"lncRNA"	"AL590302.1"
"lncRNA"	"LINC00602"
"lncRNA"	"AL627443.3"
"lncRNA"	"AL627443.1"
"protein_coding"	"TBXT"
"lncRNA"	"AL121956.1"
"lncRNA"	"AL121956.4"
"protein_coding"	"PRR18"
"lncRNA"	"AL121956.6"
"protein_coding"	"SFT2D1"
"lncRNA"	"AL022069.3"
"protein_coding"	"MPC1"
"lncRNA"	"AL022069.1"
"protein_coding"	"RPS6KA2"
"lncRNA"	"RPS6KA2-IT1"
"protein_coding"	"RAMACL"
"lncRNA"	"AL023775.2"
"lncRNA"	"RPS6KA2-AS1"
"protein_coding"	"RNASET2"
"lncRNA"	"Z94721.1"
"lncRNA"	"Z94721.3"
"protein_coding"	"FGFR1OP"
"protein_coding"	"CCR6"
"lncRNA"	"AL121935.1"
"lncRNA"	"AL121935.2"
"protein_coding"	"TCP10L2"
"protein_coding"	"GPR31"
"lncRNA"	"AL121935.3"
"lncRNA"	"AL353747.4"
"lncRNA"	"AL353747.3"
"lncRNA"	"AL353747.2"
"protein_coding"	"UNC93A"
"protein_coding"	"TTLL2"
"protein_coding"	"TCP10"
"lncRNA"	"AL356123.1"
"lncRNA"	"LINC02538"
"lncRNA"	"AL356123.2"
"lncRNA"	"LINC02487"
"lncRNA"	"LINC01558"
"lncRNA"	"AL009178.2"
"lncRNA"	"AL009178.3"
"lncRNA"	"AFDN-DT"
"protein_coding"	"AFDN"
"lncRNA"	"HGC6.3"
"lncRNA"	"KIF25-AS1"
"protein_coding"	"KIF25"
"protein_coding"	"FRMD1"
"lncRNA"	"AL611929.1"
"lncRNA"	"AL606970.5"
"lncRNA"	"AL606970.4"
"lncRNA"	"AL606970.2"
"lncRNA"	"AL606970.3"
"protein_coding"	"DACT2"
"lncRNA"	"AL606970.1"
"lncRNA"	"AL138918.1"
"protein_coding"	"SMOC2"
"lncRNA"	"AL136099.1"
"lncRNA"	"AL513210.1"
"lncRNA"	"AL109924.4"
"lncRNA"	"AL109924.1"
"lncRNA"	"AL109924.2"
"lncRNA"	"AL136129.1"
"lncRNA"	"LINC01615"
"lncRNA"	"LINC02544"
"lncRNA"	"BX322234.1"
"protein_coding"	"THBS2"
"lncRNA"	"BX322234.2"
"lncRNA"	"LINC02519"
"lncRNA"	"AL009176.1"
"lncRNA"	"AL135910.1"
"protein_coding"	"WDR27"
"protein_coding"	"C6orf120"
"protein_coding"	"PHF10"
"lncRNA"	"AL354892.2"
"lncRNA"	"AL354892.1"
"protein_coding"	"TCTE3"
"protein_coding"	"ERMARD"
"lncRNA"	"AL354892.3"
"lncRNA"	"LINC00242"
"lncRNA"	"LINC00574"
"lncRNA"	"AL049612.1"
"lncRNA"	"AL603783.1"
"lncRNA"	"AL596442.4"
"lncRNA"	"AL596442.3"
